|[1534.69  1534.691 1534.692 1534.693 1534.694 1534.695 1534.696 1534.697
 1534.698 1534.699 1534.7   1534.701 1534.702 1534.703 1534.704 1534.705
 1534.706 1534.707 1534.708 1534.709 1534.71  1534.711 1534.712 1534.713
 1534.714 1534.715 1534.716 1534.717 1534.718 1534.719 1534.72  1534.721
 1534.722 1534.723 1534.724 1534.725 1534.726 1534.727 1534.728 1534.729
 1534.73  1534.731 1534.732 1534.733 1534.734 1534.735 1534.736 1534.737
 1534.738 1534.739 1534.74  1534.741 1534.742 1534.743 1534.744 1534.745
 1534.746 1534.747 1534.748 1534.749 1534.75  1534.751 1534.752 1534.753
 1534.754 1534.755 1534.756 1534.757 1534.758 1534.759 1534.76  1534.761
 1534.762 1534.763 1534.764 1534.765 1534.766 1534.767 1534.768 1534.769
 1534.77  1534.771 1534.772 1534.773 1534.774 1534.775 1534.776 1534.777
 1534.778 1534.779 1534.78  1534.781 1534.782 1534.783 1534.784 1534.785
 1534.786 1534.787 1534.788 1534.789 1534.79  1534.791 1534.792 1534.793
 1534.794 1534.795 1534.796 1534.797 1534.798 1534.799 1534.8   1534.801
 1534.802 1534.803 1534.804 1534.805 1534.806 1534.807 1534.808 1534.809
 1534.81  1534.811 1534.812 1534.813 1534.814 1534.815 1534.816 1534.817
 1534.818 1534.819 1534.82  1534.821 1534.822 1534.823 1534.824 1534.825
 1534.826 1534.827 1534.828 1534.829 1534.83  1534.831 1534.832 1534.833
 1534.834 1534.835 1534.836 1534.837 1534.838 1534.839 1534.84  1534.841
 1534.842 1534.843 1534.844 1534.845 1534.846 1534.847 1534.848 1534.849
 1534.85  1534.851 1534.852 1534.853 1534.854 1534.855 1534.856 1534.857
 1534.858 1534.859 1534.86  1534.861 1534.862 1534.863 1534.864 1534.865
 1534.866 1534.867 1534.868 1534.869 1534.87  1534.871 1534.872 1534.873
 1534.874 1534.875 1534.876 1534.877 1534.878 1534.879 1534.88  1534.881
 1534.882 1534.883 1534.884 1534.885 1534.886 1534.887 1534.888 1534.889
 1534.89  1534.891 1534.892 1534.893 1534.894 1534.895 1534.896 1534.897
 1534.898 1534.899 1534.9   1534.901 1534.902 1534.903 1534.904 1534.905
 1534.906 1534.907 1534.908 1534.909 1534.91  1534.911 1534.912 1534.913
 1534.914 1534.915 1534.916 1534.917 1534.918 1534.919 1534.92  1534.921
 1534.922 1534.923 1534.924 1534.925 1534.926 1534.927 1534.928 1534.929
 1534.93  1534.931 1534.932 1534.933 1534.934 1534.935 1534.936 1534.937
 1534.938 1534.939 1534.94  1534.941 1534.942 1534.943 1534.944 1534.945
 1534.946 1534.947 1534.948 1534.949 1534.95  1534.951 1534.952 1534.953
 1534.954 1534.955 1534.956 1534.957 1534.958 1534.959 1534.96  1534.961
 1534.962 1534.963 1534.964 1534.965 1534.966 1534.967 1534.968 1534.969
 1534.97  1534.971 1534.972 1534.973 1534.974 1534.975 1534.976 1534.977
 1534.978 1534.979 1534.98  1534.981 1534.982 1534.983 1534.984 1534.985
 1534.986 1534.987 1534.988 1534.989 1534.99  1534.991 1534.992 1534.993
 1534.994 1534.995 1534.996 1534.997 1534.998 1534.999 1535.    1535.001
 1535.002 1535.003 1535.004 1535.005 1535.006 1535.007 1535.008 1535.009
 1535.01  1535.011 1535.012 1535.013 1535.014 1535.015 1535.016 1535.017
 1535.018 1535.019 1535.02  1535.021 1535.022 1535.023 1535.024 1535.025
 1535.026 1535.027 1535.028 1535.029 1535.03  1535.031 1535.032 1535.033
 1535.034 1535.035 1535.036 1535.037 1535.038 1535.039 1535.04  1535.041
 1535.042 1535.043 1535.044 1535.045 1535.046 1535.047 1535.048 1535.049
 1535.05  1535.051 1535.052 1535.053 1535.054 1535.055 1535.056 1535.057
 1535.058 1535.059 1535.06  1535.061 1535.062 1535.063 1535.064 1535.065
 1535.066 1535.067 1535.068 1535.069 1535.07  1535.071 1535.072 1535.073
 1535.074 1535.075 1535.076 1535.077 1535.078 1535.079 1535.08  1535.081
 1535.082 1535.083 1535.084 1535.085 1535.086 1535.087 1535.088 1535.089
 1535.09  1535.091 1535.092 1535.093 1535.094 1535.095 1535.096 1535.097
 1535.098 1535.099 1535.1   1535.101 1535.102 1535.103 1535.104 1535.105
 1535.106 1535.107 1535.108 1535.109 1535.11  1535.111 1535.112 1535.113
 1535.114 1535.115 1535.116 1535.117 1535.118 1535.119 1535.12  1535.121
 1535.122 1535.123 1535.124 1535.125 1535.126 1535.127 1535.128 1535.129
 1535.13  1535.131 1535.132 1535.133 1535.134 1535.135 1535.136 1535.137
 1535.138 1535.139 1535.14  1535.141 1535.142 1535.143 1535.144 1535.145
 1535.146 1535.147 1535.148 1535.149 1535.15  1535.151 1535.152 1535.153
 1535.154 1535.155 1535.156 1535.157 1535.158 1535.159 1535.16  1535.161
 1535.162 1535.163 1535.164 1535.165 1535.166 1535.167 1535.168 1535.169
 1535.17  1535.171 1535.172 1535.173 1535.174 1535.175 1535.176 1535.177
 1535.178 1535.179 1535.18  1535.181 1535.182 1535.183 1535.184 1535.185
 1535.186 1535.187 1535.188 1535.189 1535.19 ]|,|[0.000e+00 9.021e-08 0.000e+00 0.000e+00 1.435e-08 0.000e+00 2.336e-07
 0.000e+00 2.486e-07 0.000e+00 0.000e+00 2.910e-08 0.000e+00 1.238e-08
 2.352e-07 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.056e-07 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.451e-08 0.000e+00
 0.000e+00 0.000e+00 1.750e-07 0.000e+00 0.000e+00 0.000e+00 1.126e-07
 0.000e+00 3.174e-08 5.952e-08 8.165e-08 6.084e-08 1.755e-07 7.190e-08
 0.000e+00 0.000e+00 0.000e+00 1.633e-08 1.338e-07 0.000e+00 2.631e-07
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.688e-08
 0.000e+00 0.000e+00 7.283e-08 0.000e+00 1.183e-07 9.969e-08 4.807e-08
 6.124e-08 0.000e+00 0.000e+00 0.000e+00 1.655e-07 0.000e+00 0.000e+00
 5.834e-08 1.949e-08 2.353e-07 0.000e+00 2.848e-07 5.373e-08 0.000e+00
 0.000e+00 0.000e+00 1.285e-07 0.000e+00 0.000e+00 1.227e-07 1.281e-07
 2.395e-07 1.884e-07 0.000e+00 3.622e-08 1.773e-07 0.000e+00 0.000e+00
 0.000e+00 9.745e-08 0.000e+00 1.894e-07 6.914e-08 3.037e-07 4.543e-08
 0.000e+00 3.964e-08 6.295e-08 5.228e-08 2.166e-07 5.294e-08 0.000e+00
 2.831e-08 5.821e-08 5.241e-08 2.752e-08 1.375e-07 0.000e+00 1.271e-07
 0.000e+00 0.000e+00 1.725e-08 0.000e+00 9.613e-08 8.152e-08 2.806e-07
 0.000e+00 8.692e-09 9.666e-08 0.000e+00 2.460e-07 1.397e-07 5.478e-08
 3.516e-08 2.223e-07 0.000e+00 0.000e+00 2.353e-07 1.379e-07 0.000e+00
 1.676e-07 1.445e-07 1.343e-08 1.022e-07 3.132e-07 4.564e-07 6.729e-08
 1.406e-07 0.000e+00 2.517e-07 1.514e-07 0.000e+00 3.440e-07 3.481e-07
 2.456e-07 2.870e-07 0.000e+00 7.796e-08 0.000e+00 3.428e-07 3.888e-07
 2.875e-07 2.586e-07 2.112e-07 3.712e-07 7.941e-08 3.021e-07 1.183e-07
 5.939e-07 2.334e-07 3.063e-07 3.111e-07 5.070e-07 5.228e-07 6.063e-07
 4.077e-07 6.204e-07 4.841e-07 6.675e-07 3.582e-07 6.031e-07 7.626e-07
 7.844e-07 7.394e-07 7.446e-07 7.675e-07 7.230e-07 1.040e-06 1.168e-06
 1.039e-06 1.006e-06 1.236e-06 1.233e-06 9.204e-07 1.483e-06 1.253e-06
 1.288e-06 1.244e-06 1.654e-06 1.711e-06 1.656e-06 1.645e-06 1.925e-06
 2.221e-06 2.039e-06 2.278e-06 2.206e-06 2.301e-06 2.660e-06 2.574e-06
 2.766e-06 2.769e-06 3.278e-06 2.988e-06 3.114e-06 3.375e-06 3.360e-06
 3.383e-06 3.527e-06 4.098e-06 4.327e-06 4.040e-06 4.747e-06 4.714e-06
 4.664e-06 4.764e-06 5.351e-06 5.489e-06 5.297e-06 5.893e-06 5.938e-06
 6.076e-06 6.476e-06 6.263e-06 6.738e-06 7.121e-06 7.350e-06 7.821e-06
 7.733e-06 8.271e-06 7.417e-06 8.200e-06 8.849e-06 8.445e-06 9.078e-06
 9.062e-06 8.762e-06 9.920e-06 9.491e-06 9.878e-06 1.032e-05 1.044e-05
 1.069e-05 1.119e-05 1.071e-05 1.101e-05 1.127e-05 1.186e-05 1.155e-05
 1.176e-05 1.255e-05 1.255e-05 1.291e-05 1.254e-05 1.315e-05 1.298e-05
 1.302e-05 1.327e-05 1.402e-05 1.410e-05 1.431e-05 1.394e-05 1.441e-05
 1.396e-05 1.419e-05 1.451e-05 1.439e-05 1.438e-05 1.413e-05 1.503e-05
 1.496e-05 1.499e-05 1.477e-05 1.453e-05 1.475e-05 1.413e-05 1.433e-05
 1.445e-05 1.465e-05 1.525e-05 1.466e-05 1.464e-05 1.440e-05 1.448e-05
 1.395e-05 1.471e-05 1.425e-05 1.411e-05 1.413e-05 1.370e-05 1.357e-05
 1.367e-05 1.393e-05 1.340e-05 1.311e-05 1.327e-05 1.317e-05 1.295e-05
 1.295e-05 1.229e-05 1.278e-05 1.245e-05 1.162e-05 1.170e-05 1.197e-05
 1.174e-05 1.174e-05 1.100e-05 1.104e-05 1.093e-05 1.084e-05 1.054e-05
 1.034e-05 1.024e-05 9.612e-06 9.736e-06 9.699e-06 8.870e-06 9.220e-06
 8.929e-06 8.970e-06 8.537e-06 8.466e-06 8.150e-06 8.071e-06 7.229e-06
 7.421e-06 7.338e-06 7.567e-06 7.521e-06 6.776e-06 6.621e-06 6.484e-06
 6.363e-06 5.847e-06 5.905e-06 5.585e-06 5.022e-06 5.185e-06 4.968e-06
 4.714e-06 4.681e-06 4.697e-06 4.456e-06 4.181e-06 4.085e-06 4.181e-06
 3.965e-06 3.784e-06 3.892e-06 3.510e-06 3.486e-06 3.331e-06 3.467e-06
 2.897e-06 2.745e-06 2.844e-06 2.783e-06 2.629e-06 2.617e-06 2.167e-06
 2.463e-06 2.035e-06 2.005e-06 2.174e-06 1.490e-06 1.685e-06 1.977e-06
 1.753e-06 1.541e-06 1.463e-06 1.544e-06 1.420e-06 1.346e-06 1.328e-06
 1.182e-06 1.233e-06 1.184e-06 1.316e-06 9.170e-07 9.952e-07 9.059e-07
 1.183e-06 8.707e-07 9.930e-07 1.032e-06 7.639e-07 6.085e-07 6.413e-07
